comments,sub_title,downs,isexpert,user_name,quality_score,created_at,digg,recommend,title,type,url,sourcetype,id,tag,category,strategy,views,desc,nickname,category_id,strategy_id,summary,shown_offset,shown_time,user_url,avatar
42,,0,0,xufive,0,3天前,112,true,C/C++/Java/Go/Rust，Python喊你来打擂：3秒钟内统计出小于1亿的素数个数,blog,https://blog.csdn.net/xufive/article/details/102892049,0,102892049,,,其它,6162,前几天，有个非计算机专业的同学问我，如何快速找出1亿之内的孪生素数——所谓孪生素数，就是差值为2的两个素数。原本以为这是一个很简单的问题，随便用python写了一个方法，没想到却要跑17分钟左右。改用C++试试，受限于我对C/C++的理解程度，仍然慢得无法承受（此处绝无小视C++之意）。这个问题激起了我的兴趣。于是乎，我花了半天时间，尝试了几种方式，最终又对代码做了优化，终于在3秒钟内找出了小于1亿的素数表。,天元浪子,none,u_c_null,前几天，有个非计算机专业的同学问我，如何快速找出1亿之内的孪生素数&mdash;&mdash;所谓孪生素数，就是差值为2的两个素数。原本以为这是一个很简单的问题，随便用python写了一个方法，没想到却要跑17分钟左右。改用C++试试，受限于我对C/C++的理解程度，仍然慢得无法承受（此处绝无小视C++之意）。这个问题激起了我的兴趣。于是乎，我花了半天时间，尝试了几种方式，最终又对代码做了优化，终于在3秒钟内找出了小于1亿的素数表。,1573106572,1573106572,https://blog.csdn.net/xufive,https://profile.csdnimg.cn/1/3/9/1_xufive
1,,0,0,weixin_44888486,0,2天前,52,false,Python基础第一周,blog,https://blog.csdn.net/weixin_44888486/article/details/102902402,0,102902402,,,其它,2402,在这里插入图片描述一、Python语言家族1Introduction1.1Python简介Python是一个高层次的结合了解释性、编译性、互动性和面向对象的脚本语言。简单来说，Python是一门编程语言，帮助我们更好的与计算机沟通，功能全面、易学易用、可拓展语言，所以说，人生苦短，我学Python。Python的设计具有很强的可读性，相比其他语言经常使用英文关键字，其他语言的...,宇航18611465354,none,u_c_null,在这里插入图片描述一、Python语言家族1Introduction1.1Python简介Python是一个高层次的结合了解释性、编译性、互动性和面向对象的脚本语言。简单来说，Python是一门编程语言，帮助我们更好的与计算机沟通，功能全面、易学易用、可拓展语言，所以说，人生苦短，我学Python。Python的设计具有很强的可读性，相比其他语言经常使用英文关键字，其他语言的...,1573106572,1573106572,https://blog.csdn.net/weixin_44888486,https://profile.csdnimg.cn/1/3/F/1_weixin_44888486
9,,0,0,qq_41379824,0,2天前,9,false,Numpy初学,blog,https://blog.csdn.net/qq_41379824/article/details/102908424,0,102908424,,,其它,309,"Numpy初学一、数据的创建**1.手动创建**importnumpyaspyarr_1=np.array([1,2,3])arr_1一维数组可直接与标量相乘arr_a*3array([3,6,9])**注：**创建数组时，七元素必须有相同的结构，尽量定义为浮点型arr_b=np.array((1,2),dtype=np.float64)arr_...",遇见最好的自己,none,u_c_null,"Numpy初学一、数据的创建**1.手动创建**importnumpyaspyarr_1=np.array([1,2,3])arr_1一维数组可直接与标量相乘arr_a*3array([3,6,9])**注：**创建数组时，七元素必须有相同的结构，尽量定义为浮点型arr_b=np.array((1,2),dtype=np.float64)arr_...",1573106572,1573106572,https://blog.csdn.net/qq_41379824,https://profile.csdnimg.cn/5/8/9/1_qq_41379824
9,,0,0,csdnnews,0,3天前,36,false,Python 十大装 B 语法,blog,https://blog.csdn.net/csdnnews/article/details/102889897,0,102889897,,,其它,3140,作者|许向武责编|郭芮出品|CSDN博客Python是一种代表简单思想的语言，其语法相对简单，很容易上手。不过，如果就此小视Python语法的精妙和深邃，那就大错特错了。本文精心筛选了最能展现Python语法之精妙的十个知识点，并附上详细的实例代码。如能在实战中融会贯通、灵活使用，必将使代码更为精炼、高效，同时也会极大提升代码B格，使之看上去更老练，读...,CSDN资讯,none,u_c_null,作者|许向武责编|郭芮出品|CSDN博客Python是一种代表简单思想的语言，其语法相对简单，很容易上手。不过，如果就此小视Python语法的精妙和深邃，那就大错特错了。本文精心筛选了最能展现Python语法之精妙的十个知识点，并附上详细的实例代码。如能在实战中融会贯通、灵活使用，必将使代码更为精炼、高效，同时也会极大提升代码B格，使之看上去更老练，读...,1573106572,1573106572,https://blog.csdn.net/csdnnews,https://profile.csdnimg.cn/C/3/E/1_csdnnews
2,,0,0,weixin_39737802,0,2天前,5,false,python 身份证实名认证,blog,https://blog.csdn.net/weixin_39737802/article/details/102912988,0,102912988,,,其它,306,一、首先我们选用了阿里云的身份证实名认证接口：https://market.aliyun.com/products/57000002/cmapi022049.html?spm=5176.2020520132.101.2.3fe77218O6ZDdd#sku=yuncode1604900000二、编译并运行源代码importrequestsdefreqeust_yueyuan(nam...,冒牌技术小哥,none,u_c_null,一、首先我们选用了阿里云的身份证实名认证接口：https://market.aliyun.com/products/57000002/cmapi022049.html?spm=5176.2020520132.101.2.3fe77218O6ZDdd#sku=yuncode1604900000二、编译并运行源代码importrequestsdefreqeust_yueyuan(nam...,1573106572,1573106572,https://blog.csdn.net/weixin_39737802,https://profile.csdnimg.cn/3/8/F/1_weixin_39737802
1,,0,0,qq_36291294,0,2天前,4,false,python爬取琳琅社区整站视频（一晚6000部）,blog,https://blog.csdn.net/qq_36291294/article/details/102907624,0,102907624,,,其它,457,琳琅社区（传闻中最受男人喜爱的网站），哼哼，我倒要看看是不是真的该项目用于爬取琳琅社区整站视频（仅供学习）主要使用：python3.7+scrapy2.19+Mysql8.0+win10首先确定需要爬取的内容，定义item：classLinglangItem(scrapy.Item):	#视频属于哪个模块video_belong_module=scrap...,我的眼里只有bug,none,u_c_null,琳琅社区（传闻中最受男人喜爱的网站），哼哼，我倒要看看是不是真的该项目用于爬取琳琅社区整站视频（仅供学习）主要使用：python3.7+scrapy2.19+Mysql8.0+win10首先确定需要爬取的内容，定义item：classLinglangItem(scrapy.Item):	#视频属于哪个模块video_belong_module=scrap...,1573106572,1573106572,https://blog.csdn.net/qq_36291294,https://profile.csdnimg.cn/2/8/0/1_qq_36291294
4,,0,0,weixin_43351999,0,3天前,35,false,HTML基础语法,blog,https://blog.csdn.net/weixin_43351999/article/details/102884344,0,102884344,,,其它,1586,文章目录HTML基本语法HTML基本结构HTML标签HTML元素HTML属性注释DOCTYPE文档类型声明网页编码设置文字和段落标签标题标签段落标签align对齐属性值换行标签水平线修饰标签特殊符号列表标签无序列表type属性值有序列表type属性值定义列表列表标签应用场景图像和超链接标签图像标签img属性路径选择alt属性超链接标签属性锚链接定义锚（同一页面）锚链接使用定义锚（不同页面）邮件链接...,彼岸的灵魂,none,u_c_null,文章目录HTML基本语法HTML基本结构HTML标签HTML元素HTML属性注释DOCTYPE文档类型声明网页编码设置文字和段落标签标题标签段落标签align对齐属性值换行标签水平线修饰标签特殊符号列表标签无序列表type属性值有序列表type属性值定义列表列表标签应用场景图像和超链接标签图像标签img属性路径选择alt属性超链接标签属性锚链接定义锚（同一页面）锚链接使用定义锚（不同页面）邮件链接...,1573106572,1573106572,https://blog.csdn.net/weixin_43351999,https://profile.csdnimg.cn/C/6/E/1_weixin_43351999
84,,0,0,weixin_43252237,0,5天前,95,false,怎样用Python讨您的女朋友欢心（附源码）,blog,https://blog.csdn.net/weixin_43252237/article/details/102859739,0,102859739,,,其它,4561,送给有女朋友的童鞋们，你们过得怎么样？给女朋友送礼物纠结吗？哈哈哈，今天写一篇文章教你每天给她暖心的问候！本来是打算通过微信发问候的，但是好像微信的网页接口停止使用了，itchat模块无法使用，所以智能用邮件代替了。API的合作干活不累天气API你可关于获取天气，我们已经学过了，今天就直接复制，然后稍作修改每日一句这个接口是金山词霸提供的接口，不仅可以听一首音乐...,MilFun,none,u_c_null,送给有女朋友的童鞋们，你们过得怎么样？给女朋友送礼物纠结吗？哈哈哈，今天写一篇文章教你每天给她暖心的问候！本来是打算通过微信发问候的，但是好像微信的网页接口停止使用了，itchat模块无法使用，所以智能用邮件代替了。API的合作干活不累天气API你可关于获取天气，我们已经学过了，今天就直接复制，然后稍作修改每日一句这个接口是金山词霸提供的接口，不仅可以听一首音乐...,1573106572,1573106572,https://blog.csdn.net/weixin_43252237,https://profile.csdnimg.cn/9/8/3/1_weixin_43252237
0,,0,0,fxflyflyfly,0,2天前,4,true,十分钟搞定pandas,blog,https://blog.csdn.net/fxflyflyfly/article/details/102912375,0,102912375,,,其它,195,"文章目录1.创建对象2.查看数据3.数据选择器读取：选择单列,这会产生一个序列,等价df.A使用[]选择行片断使用标签选择使用标签获取横截面使用标签选择多轴显示标签切片,包含两个端点降低返回对象维度获取标量值快速访问并获取标量数据(等价上面的方法)按位置选择传递整数选择位置使用整数片断,效果类似numpy/python使用整数偏移定位列表,效果类似numpy/python样式显式行切片...",fxflyflyfly,none,u_c_null,"文章目录1.创建对象2.查看数据3.数据选择器读取：选择单列,这会产生一个序列,等价df.A使用[]选择行片断使用标签选择使用标签获取横截面使用标签选择多轴显示标签切片,包含两个端点降低返回对象维度获取标量值快速访问并获取标量数据(等价上面的方法)按位置选择传递整数选择位置使用整数片断,效果类似numpy/python使用整数偏移定位列表,效果类似numpy/python样式显式行切片...",1573106572,1573106572,https://blog.csdn.net/fxflyflyfly,https://profile.csdnimg.cn/6/B/9/1_fxflyflyfly
1,,0,0,qq_43487391,0,23小时前,3,false,利用神经网络对图像分类（对29种不同云层图像分类-pytorch）,blog,https://blog.csdn.net/qq_43487391/article/details/102933578,0,102933578,,,其它,61,一、训练集参加了一个气象比赛，记录一下训练过程数据集是在比赛官网上下载的；点这里说明一下，数据集大部分应该是比赛主办方在网上爬的，所以下载不了数据集也没关系，自己写个爬虫程序下载一下一样的。二、训练过程我用的是pytorch框架写的，主要是用了个残差网络进行训练，具体代码如下：#-*-encoding:utf-8-*-importtorchimportosfromt...,无悔丶,none,u_c_null,一、训练集参加了一个气象比赛，记录一下训练过程数据集是在比赛官网上下载的；点这里说明一下，数据集大部分应该是比赛主办方在网上爬的，所以下载不了数据集也没关系，自己写个爬虫程序下载一下一样的。二、训练过程我用的是pytorch框架写的，主要是用了个残差网络进行训练，具体代码如下：#-*-encoding:utf-8-*-importtorchimportosfromt...,1573106572,1573106572,https://blog.csdn.net/qq_43487391,https://profile.csdnimg.cn/6/6/5/1_qq_43487391
0,,0,0,tom_wong666,0,20小时前,2,false,TomWong的博客博文分类和索引,blog,https://blog.csdn.net/tom_wong666/article/details/84137820,0,84137820,,,其它,1183,博文分类说明一，demo---小功能块；二，配置---项目基础配置；三，问题探讨---具体问题的探讨；四，工具---项目开发工具git/VSCode/WebStorm等使用方法的记录；五，随手记---随手记的实用知识点，感悟等琐碎但有意义的东西；博文索引			一，demo---5篇									跳转链接					5，自定义响应式网页(利用css3媒体查询...,tom_wong666,none,u_c_null,博文分类说明一，demo---小功能块；二，配置---项目基础配置；三，问题探讨---具体问题的探讨；四，工具---项目开发工具git/VSCode/WebStorm等使用方法的记录；五，随手记---随手记的实用知识点，感悟等琐碎但有意义的东西；博文索引			一，demo---5篇									跳转链接					5，自定义响应式网页(利用css3媒体查询...,1573106574,1573106574,https://blog.csdn.net/tom_wong666,https://profile.csdnimg.cn/8/B/0/1_tom_wong666
43,,0,0,m0_38106923,0,09月21日,352,true,GitHub开源的10个超棒后台管理面板,blog,https://blog.csdn.net/m0_38106923/article/details/101050788,0,101050788,,,其它,42657,目录1、AdminLTE2、vue-Element-Admin3、tabler4、Gentelella5、ng2-admin6、ant-design-pro7、blur-admin8、iview-admin9、material-dashboard10、layui项目开发中后台管理平台必不可少，但是从零搭建一套多样化后台管理并不容易，目前有许多开源、免费、...,不脱发的程序猿,none,u_c_null,目录1、AdminLTE2、vue-Element-Admin3、tabler4、Gentelella5、ng2-admin6、ant-design-pro7、blur-admin8、iview-admin9、material-dashboard10、layui项目开发中后台管理平台必不可少，但是从零搭建一套多样化后台管理并不容易，目前有许多开源、免费、...,1573106574,1573106574,https://blog.csdn.net/m0_38106923,https://profile.csdnimg.cn/6/A/C/1_m0_38106923
4,,0,0,weixin_44198965,0,09月21日,8,false,Sass - 变量($),blog,https://blog.csdn.net/weixin_44198965/article/details/101110709,0,101110709,,,其它,2082,"基本语法定义一个Sass变量非常简单，变量以美元符号($)开始，赋值像设置CSS属性一样：$new-color:rgb(255,0,0);然后，便可以使用该变量：div{background:$new-color;}编译为CSS：div{background:rgb(255,0,0)}局部变量几乎所有语言均存在局部变量与全局变量，当然Sass...", 王佳斌 ,none,u_c_null,"基本语法定义一个Sass变量非常简单，变量以美元符号($)开始，赋值像设置CSS属性一样：$new-color:rgb(255,0,0);然后，便可以使用该变量：div{background:$new-color;}编译为CSS：div{background:rgb(255,0,0)}局部变量几乎所有语言均存在局部变量与全局变量，当然Sass...",1573106574,1573106574,https://blog.csdn.net/weixin_44198965,https://profile.csdnimg.cn/6/9/3/1_weixin_44198965
0,,0,0,flysnownet,0,09月16日,0,false,js根据name获取input，textarea的值以及判断checkbox是否选中,blog,https://blog.csdn.net/flysnownet/article/details/100888814,0,100888814,,,其它,2020,"需求：系统配置里有输入框，文本域，开关三种配置项，每一项后有保存按钮，点击保存时获取到该配置强的键值对传到后台代码示例{extendname=""common/base""}{blockname='body-content'}&lt;!--以下是正文--&gt;&lt;divclass=""layui-body""&gt;...",flysnownet,none,u_c_null,需求：系统配置里有输入框，文本域，开关三种配置项，每一项后有保存按钮，点击保存时获取到该配置强的键值对传到后台代码示例{extendname=&quot;common/base&quot;}{blockname='body-content'}&amp;lt;!--以下是正文--&amp;gt;&amp;lt;divclass=&quot;layui-body&quot;&amp;gt;...,1573106574,1573106574,https://blog.csdn.net/flysnownet,https://profile.csdnimg.cn/0/B/A/1_flysnownet
1,,0,0,qq_39045645,0,09月09日,1,false,关于各种Vue UI框架中加载进度条的正确使用,blog,https://blog.csdn.net/qq_39045645/article/details/100663575,0,100663575,,,其它,12587,"这里拿MUSEUI中的进度条举例&lt;mu-circular-progress:size=""40""class=""icon""v-if=""isloading""/&gt;&lt;divv-show=""!isloading""&gt;&lt;p&gt;内容&lt;/p&gt;&lt;/div&gt;//数据初始化data(){...",Vam的金豆之路,none,u_c_null,这里拿MUSEUI中的进度条举例&amp;lt;mu-circular-progress:size=&quot;40&quot;class=&quot;icon&quot;v-if=&quot;isloading&quot;/&amp;gt;&amp;lt;divv-show=&quot;!isloading&quot;&amp;gt;&amp;lt;p&amp;gt;内容&amp;lt;/p&amp;gt;&amp;lt;/div&amp;gt;//数据初始化data(){...,1573106574,1573106574,https://blog.csdn.net/qq_39045645,https://profile.csdnimg.cn/B/1/0/1_qq_39045645
0,,0,0,weixin_43606158,0,08月29日,3,false,移动端复选框自定义样式及功能实现逻辑及代码,blog,https://blog.csdn.net/weixin_43606158/article/details/100077900,0,100077900,,,其它,5836,"每一项的input：&lt;label&gt;&lt;inputname=""nex""type=""checkbox""className={styles.visibleInput}checked={this.state.selectedIds.includes(obj.assetCardId)}onChange={()=&gt;{...",超级吴小迪,none,u_c_null,每一项的input：&amp;lt;label&amp;gt;&amp;lt;inputname=&quot;nex&quot;type=&quot;checkbox&quot;className={styles.visibleInput}checked={this.state.selectedIds.includes(obj.assetCardId)}onChange={()=&amp;gt;{...,1573106574,1573106574,https://blog.csdn.net/weixin_43606158,https://profile.csdnimg.cn/3/B/2/1_weixin_43606158
13,,0,0,u013735914,0,07月31日,4,false,IDEA pycharm webstorm 2019注册码（激活码）真实可用！,blog,https://blog.csdn.net/u013735914/article/details/97898153,0,97898153,,,其它,36337,（请直接看最后一个最新的，激活码在后面！！！转载的请附上原文链接搜索不易！）失效后请重新复制最新激活码目录失效后请重新复制最新激活码当前最新激活码为：2019.07.16注册码2018.10.01注册码：2018.11.13注册码：2018.12.05注册码：2019.02.07注册码2019.04.10注册码2019.06....,矮冬瓜2014,none,u_c_null,（请直接看最后一个最新的，激活码在后面！！！转载的请附上原文链接搜索不易！）失效后请重新复制最新激活码目录失效后请重新复制最新激活码当前最新激活码为：2019.07.16注册码2018.10.01注册码：2018.11.13注册码：2018.12.05注册码：2019.02.07注册码2019.04.10注册码2019.06....,1573106574,1573106574,https://blog.csdn.net/u013735914,https://profile.csdnimg.cn/5/8/C/1_u013735914
0,,0,0,q1424966670,0,06月19日,0,false,js检查数据类型的方法,blog,https://blog.csdn.net/q1424966670/article/details/92839348,0,92839348,,,其它,3342,"1.typeof这是最常用的基本数据类型检测的方法console.log(typeof"""");//stringconsole.log(typeof1);//numberconsole.log(typeoftrue);//booleanconsole.log(typeofundefined);//undefinedc...",红烧鱼i,none,u_c_null,1.typeof这是最常用的基本数据类型检测的方法console.log(typeof&quot;&quot;);//stringconsole.log(typeof1);//numberconsole.log(typeoftrue);//booleanconsole.log(typeofundefined);//undefinedc...,1573106574,1573106574,https://blog.csdn.net/q1424966670,https://profile.csdnimg.cn/3/5/A/1_q1424966670
3,,0,0,weixin_44540236,0,06月18日,11,false,iframe标签（页面嵌套）,blog,https://blog.csdn.net/weixin_44540236/article/details/92760494,0,92760494,,,其它,18356,开发工具与关键技术：VS&lt;iframe&gt;作者:听民谣的老猫撰写时间：2019/6/1018:15上面两张图是两个不同的页面但是它们的基本框架都是一样，每点击一次左边的导航栏改变的都是中间的内容区域。也就是说共同的框架都是没有改变的，改变的是中间的内容。有没有什么方法可以不改变外面的基本框架只改变中间的内容???我们可以用页面嵌套方法来达到这一要求。页面嵌...,听民谣的老猫,none,u_c_null,开发工具与关键技术：VS&amp;lt;iframe&amp;gt;作者:听民谣的老猫撰写时间：2019/6/1018:15上面两张图是两个不同的页面但是它们的基本框架都是一样，每点击一次左边的导航栏改变的都是中间的内容区域。也就是说共同的框架都是没有改变的，改变的是中间的内容。有没有什么方法可以不改变外面的基本框架只改变中间的内容???我们可以用页面嵌套方法来达到这一要求。页面嵌...,1573106574,1573106574,https://blog.csdn.net/weixin_44540236,https://profile.csdnimg.cn/0/0/F/1_weixin_44540236
1,,0,0,weixin_45601379,0,09月05日,11,false,VSCode详细使用教程,blog,https://blog.csdn.net/weixin_45601379/article/details/100550421,0,100550421,,,其它,4976,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;VSCode（VisualStudioCode）是由微软研发的一款免费、开源的跨平台文本（代码）编辑器，算是目前前端开发几乎完美的软件开发工具。1.VSCode下载VSCode下载链接:https://code.visualstudio.com/2.VSCode汉化3.VSCode常用插件(安装步骤同汉化)&...,Yaphets.Lee,none,u_c_null,&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;&amp;nbsp;VSCode（VisualStudioCode）是由微软研发的一款免费、开源的跨平台文本（代码）编辑器，算是目前前端开发几乎完美的软件开发工具。1.VSCode下载VSCode下载链接:https://code.visualstudio.com/2.VSCode汉化3.VSCode常用插件(安装步骤同汉化)&amp;...,1573106574,1573106574,https://blog.csdn.net/weixin_45601379,https://profile.csdnimg.cn/B/4/2/1_weixin_45601379
13,,0,0,hguisu,0,3天前,37,false,架构师成长之路(3)--如何成为架构师（方法）,blog,https://blog.csdn.net/hguisu/article/details/46687555,0,46687555,,,其它,33512,"前言：哲学家常思考的问题：""我是谁？""""我从哪里来？""""要到哪里去？不只是哲学家，我想每个人都有自己对这三个问题的认知。如果我们要成为架构师，我们自己要面临的三大问题：找准自己定位：我是谁？在哪里？怎样做好架构师：我要做什么？如何搭建架构师知识体系：我该怎么做？这里面就是做事方法论：目标（我要做什么），方法（计划）（我该怎么做）,执行/行动0.能力等级定义心理...",规速,none,u_c_null,"前言：哲学家常思考的问题：&quot;我是谁？&quot;&quot;我从哪里来？&quot;&quot;要到哪里去？不只是哲学家，我想每个人都有自己对这三个问题的认知。如果我们要成为架构师，我们自己要面临的三大问题：找准自己定位：我是谁？在哪里？怎样做好架构师：我要做什么？如何搭建架构师知识体系：我该怎么做？这里面就是做事方法论：目标（我要做什么），方法（计划）（我该怎么做）,执行/行动0.能力等级定义心理...",1573106575,1573106575,https://blog.csdn.net/hguisu,https://profile.csdnimg.cn/F/2/A/1_hguisu
0,,0,0,csdnnews,0,1天前,1,true,英特尔不为人知的 B 面,blog,https://blog.csdn.net/csdnnews/article/details/102921591,0,102921591,,,其它,828,从PC时代至今，众人只知在CPU、GPU、XPU、制程、工艺等战场中，英特尔在与同行硬件芯片制造商们的竞争中杀出重围，且在不断的成长进化中，成为全球知名的半导体公司。殊不知，在「刚硬」的背后，英特尔「柔性」的软件早已经做到了全方位的支持与支撑，并持续发挥独特的生态价值，推动产业合作共赢。而对于这一不知人知的B面，很多人将其称之为英特尔隐形的翅膀，虽低调，但是影响力却不容小觑。那么，在...,CSDN资讯,none,u_c_null,从PC时代至今，众人只知在CPU、GPU、XPU、制程、工艺等战场中，英特尔在与同行硬件芯片制造商们的竞争中杀出重围，且在不断的成长进化中，成为全球知名的半导体公司。殊不知，在「刚硬」的背后，英特尔「柔性」的软件早已经做到了全方位的支持与支撑，并持续发挥独特的生态价值，推动产业合作共赢。而对于这一不知人知的B面，很多人将其称之为英特尔隐形的翅膀，虽低调，但是影响力却不容小觑。那么，在...,1573106575,1573106575,https://blog.csdn.net/csdnnews,https://profile.csdnimg.cn/C/3/E/1_csdnnews
6,,0,0,yuanziok,0,3天前,12,true,我花10个小时，写出了小白也能看懂的阿里数据中台分析,blog,https://blog.csdn.net/yuanziok/article/details/102891978,0,102891978,,,其它,1170,数据中台被誉为大数据的下一站，由阿里兴起，核心思想是数据共享，2015年阿里提出“大中台，小前台”的策略。2018年因为“腾讯数据中台论”，中台再度成为了人们谈论的焦点。2019年，似乎人人都在提数据中台，但却不是所有人都清楚数据中台到底意味着什么。数据中台是只有大厂才需要考虑的高大上的概念吗？普通企业该不该做数据中台？数据中台的出现会给现有数据从业者们带来颠覆式的挑战吗？数据中台不是大...,yuanziok,none,u_c_null,数据中台被誉为大数据的下一站，由阿里兴起，核心思想是数据共享，2015年阿里提出&ldquo;大中台，小前台&rdquo;的策略。2018年因为&ldquo;腾讯数据中台论&rdquo;，中台再度成为了人们谈论的焦点。2019年，似乎人人都在提数据中台，但却不是所有人都清楚数据中台到底意味着什么。数据中台是只有大厂才需要考虑的高大上的概念吗？普通企业该不该做数据中台？数据中台的出现会给现有数据从业者们带来颠覆式的挑战吗？数据中台不是大...,1573106575,1573106575,https://blog.csdn.net/yuanziok,https://profile.csdnimg.cn/C/E/4/1_yuanziok
37,,0,0,juwikuang,0,4天前,105,true,2019年11月全国程序员工资统计，区块链工程师比算法工资高。,blog,https://blog.csdn.net/juwikuang/article/details/102876476,0,102876476,,,其它,11085,我每个月第一天（也许是第二天，第三天），会爬招聘网站，并在CSDN发布。趋势本月全国程序员平均工资为13451元，比上个月略涨。北上广深杭工资趋势区块链程序员的工资职能工资系统架构师23031区块链工程师20701算法工程师19645Python工程师17882Java工程师14080区块链工程师的工资比算法工程师要高哇，后悔...,有数可据,none,u_c_null,我每个月第一天（也许是第二天，第三天），会爬招聘网站，并在CSDN发布。趋势本月全国程序员平均工资为13451元，比上个月略涨。北上广深杭工资趋势区块链程序员的工资职能工资系统架构师23031区块链工程师20701算法工程师19645Python工程师17882Java工程师14080区块链工程师的工资比算法工程师要高哇，后悔...,1573106575,1573106575,https://blog.csdn.net/juwikuang,https://profile.csdnimg.cn/7/0/5/1_juwikuang
8,,0,0,Forgetxbw,0,1天前,2,false,武汉理工大学《软件工程》复习总括三,blog,https://blog.csdn.net/Forgetxbw/article/details/102923736,0,102923736,,,其它,71,第六章软件结构体系软件结构体系的内容：1、构件：代表着一组基本的构成要素2、连接件：也就是构件之间的连接关系3、约束：是作用于构件或者连接关系上的一些限制条件4、质量：是系统的质量属性，如性能、可扩展性、可修改性、可重用性、安全性等。5、物理分布：代表着构件连接之后形成的拓扑结构，描述了软件到硬件之间的影射。软件结构体系发展的阶段：体系结构、软件框架、设计模式三者的联系和区别：体...,自闭i,none,u_c_null,第六章软件结构体系软件结构体系的内容：1、构件：代表着一组基本的构成要素2、连接件：也就是构件之间的连接关系3、约束：是作用于构件或者连接关系上的一些限制条件4、质量：是系统的质量属性，如性能、可扩展性、可修改性、可重用性、安全性等。5、物理分布：代表着构件连接之后形成的拓扑结构，描述了软件到硬件之间的影射。软件结构体系发展的阶段：体系结构、软件框架、设计模式三者的联系和区别：体...,1573106575,1573106575,https://blog.csdn.net/Forgetxbw,https://profile.csdnimg.cn/9/E/9/1_forgetxbw
3,,0,0,Powerful_Fy,0,1天前,5,true,MySQL主从复制,blog,https://blog.csdn.net/Powerful_Fy/article/details/102905100,0,102905100,,,其它,57,文章目录Mysql主从介绍配置主机器A（master）配置从机器B（slave）Mysql主从介绍MySQL主从又叫做Replication、AB复制。简单讲就是A和B两台机器做主从后，在A上写数据，另外一台B也会跟着写数据，两者数据实时同步的，在B机器上读数据，实现数据的读写分离，可以极大的提升性能，降低服务器负载，MySQL主从是基于binlog的，主上须开启binlog才能进行主从过...,Asnfy,none,u_c_null,文章目录Mysql主从介绍配置主机器A（master）配置从机器B（slave）Mysql主从介绍MySQL主从又叫做Replication、AB复制。简单讲就是A和B两台机器做主从后，在A上写数据，另外一台B也会跟着写数据，两者数据实时同步的，在B机器上读数据，实现数据的读写分离，可以极大的提升性能，降低服务器负载，MySQL主从是基于binlog的，主上须开启binlog才能进行主从过...,1573106575,1573106575,https://blog.csdn.net/Powerful_Fy,https://profile.csdnimg.cn/6/4/1/1_powerful_fy
0,,0,0,liang183691,0,1天前,2,false,基于可靠消息服务的分布式事务,blog,https://blog.csdn.net/liang183691/article/details/102931944,0,102931944,,,其它,49,基于可靠消息服务的分布式事务什么是分布式事务解决方案概述流程超时询问机制投递流程和TCC方案对比代码实现什么是分布式事务随着微服务架构的普及，一个大型业务系统往往由若干个子系统构成，而这些子系统又拥有各自独立的数据库。往往一个业务流程需要由多个子系统共同完成，而且这些操作可能需要在一个事务中完成。在微服务系统中，这些业务场景是普遍存在的。此时，我们就需要在数据库之上实现支持跨数据库的事务支持，...,liang183691,none,u_c_null,基于可靠消息服务的分布式事务什么是分布式事务解决方案概述流程超时询问机制投递流程和TCC方案对比代码实现什么是分布式事务随着微服务架构的普及，一个大型业务系统往往由若干个子系统构成，而这些子系统又拥有各自独立的数据库。往往一个业务流程需要由多个子系统共同完成，而且这些操作可能需要在一个事务中完成。在微服务系统中，这些业务场景是普遍存在的。此时，我们就需要在数据库之上实现支持跨数据库的事务支持，...,1573106575,1573106575,https://blog.csdn.net/liang183691,https://profile.csdnimg.cn/9/B/9/1_liang183691
112,,0,0,qq_44543508,0,8天前,223,false,史上最详细的IDEA优雅整合Maven+SSM框架（详细思路+附带源码）,blog,https://blog.csdn.net/qq_44543508/article/details/100192558,0,100192558,,,其它,16288,网上很多整合SSM博客文章并不能让初探ssm的同学思路完全的清晰，可以试着关掉整合教程，摇两下头骨，哈一大口气，就在万事具备的时候，开整，这个时候你可能思路全无~中招了咩~，还有一些同学依旧在使用eclipse或者Myeclipse开发，我想对这些朋友说IDEA的编译速度很快，人生苦短，来不及解释了，直接上手idea吧。这篇文章每一步搭建过程都测试过了，应该不会有什么差错。本文章还有个比较优秀的特点，就是idea的使用，基本上关于idea的操作都算是比较详细的，所以不用太担心不会撸idea！最后，本文,宜春,none,u_c_null,网上很多整合SSM博客文章并不能让初探ssm的同学思路完全的清晰，可以试着关掉整合教程，摇两下头骨，哈一大口气，就在万事具备的时候，开整，这个时候你可能思路全无~中招了咩~，还有一些同学依旧在使用eclipse或者Myeclipse开发，我想对这些朋友说IDEA的编译速度很快，人生苦短，来不及解释了，直接上手idea吧。这篇文章每一步搭建过程都测试过了，应该不会有什么差错。本文章还有个比较优秀的特点，就是idea的使用，基本上关于idea的操作都算是比较详细的，所以不用太担心不会撸idea！最后，本文,1573106575,1573106575,https://blog.csdn.net/qq_44543508,https://profile.csdnimg.cn/7/1/6/1_qq_44543508
